47801
63308
38484,21168,106.4416571
21168,21171,124.3186042
21171,17098,167.9730084
158,159,315.3780269
160,161,436.1572023
162,163,115.4439712
163,164,201.6177231
166,167,322.8899354
168,169,262.464771
163,170,207.0184518
8437,172,153.0554916
165,175,1605.553891
175,176,794.6240104
177,178,803.4740682
178,40213,727.4409826
180,181,92.73686602
183,184,31.18190187
185,186,347.2438369
186,187,21.49456173
189,190,266.8279404
190,191,74.39349093
191,192,83.56768484
185,193,77.41911121
194,186,49.68384567
186,183,70.66916687
195,196,694.7221363
196,47666,569.3335641
47666,197,221.720132
197,198,200.8798827
200,201,443.3807183
202,203,76.01604155
203,191,128.7647778
191,204,197.6057288
205,203,87.72551119
203,206,70.80337679
206,207,144.1217912
208,209,32.57410002
209,38385,12.21890318
38385,38383,60.38575715
38383,210,10.23952841
210,40650,52.49100835
40650,40648,24.02567526
40648,211,7.080031167
211,40652,42.32526915
40652,212,14.32845618
213,214,34.47228778
215,29441,138.4880627
218,219,4165.510895
220,202,85.35100036
202,221,73.53194672
221,222,141.637575
30094,224,81.58800169
225,226,98.66645112
228,229,114.3808125
229,33220,440.7434906
30221,40056,234.9275835
231,232,314.5704655
17270,233,818.428416
245,45674,1429.725501
8894,45443,6.740288145
45443,45370,50.61145405
45370,45373,7.092305558
45373,45451,83.07505991
45451,8893,20.84877012
8893,45374,4.881399493
45374,45371,5.838838248
45371,45372,5.665783873
45372,45369,6.135795741
45369,24551,13.46863811
24551,12000,49.63516092
238,242,115.5430389
243,201,63.50122409
201,244,51.51009101
210,246,56.14954648
221,206,73.11416069
206,190,131.8747362
190,247,198.1999251
174,40057,517.1975481
40057,213,39.93009375
254,252,279.5258039
255,256,297.3908338
248,208,818.8819221
212,251,801.4009661
253,257,178.3245215
237,258,111.0949702
259,243,187.1332632
188,228,366.0296769
228,225,59.95141296
225,16821,141.2715946
211,260,50.2518959
209,262,54.55172696
47666,263,144.5609921
264,265,4311.267898
219,266,251.5493868
267,268,145.6097379
235,269,64.35913528
231,44486,136.1936047
44486,44487,17.49067153
44487,44488,95.33977627
270,175,2488.140309
243,267,77.04883619
267,272,77.00491076
179,165,1049.915823
274,158,88.41262773
158,17271,799.7765098
193,275,106.1528901
236,276,97.966386
